Lagerkürzel;Auftragsnummer;LS-Nr.;geprüft j/n;Lieferdatum;Bearbeiter;Kundennummer;Kundenkürzel;L.-Name 1;L.-Straße;L.-PLZ;L.-Ort;;;;
Kyffhäuser;;LS 315;ja;11.04.2023;Petra Gräf;20847;Schöttle Getränke-Service;Friedrich Scharr KG;An der Hart 10;4416;Markkleeberg;;;;
Planegg;50536;LS36989;ja;14.04.2023;Mihaela Abmayr;24163;WIRO GmbH;WIRO GmbH;Am Südkamp;13;27239;Twistringen;;;
Strecke;50595;LS36990;ja;17.04.2023;Florian Gräf;24131;AMZ Gattendorf;Amazon Gattendorf GmbH;Amazonstr. 1;95185;Gattendorf;;;;
Planegg;50538;LS36991;ja;14.04.2023;Mihaela Abmayr;24089;SPANNRIT GmbH;SPANNRIT GmbH;Industriestraße 3; DE 132 101 977;63801;Kleinostheim;;;
Planegg;50608;LS36992;ja;14.04.2023;Mihaela Abmayr;24164;Moritz Bader;Moritz Bader;Schweffelstr. 20d;24118;Kiel;;;;
Planegg;50689;LS36993;ja;14.04.2023;Mihaela Abmayr;24165;Jost Otto;Jost Otto;Grunaer Weg 16;1683;Nossen;;;;
Kyffhäuser;;LS36994;ja;03.05.2023;Christian Irrgang;20668;Gastro Service Center e.K;O.E.M. Tec GmbH;Münchener Straße 17;6796;Sandersdorf- Brehna;;;;
STK Service;50696;LS36997;ja;12.05.2023;Petra Gräf;23338;Le Gastro;Deutsche Post AG;Hanns-Martin-Schleyer-Straße 19a;47877;Willich;;;;
Planegg;50697;LS36998;ja;02.05.2023;Florian Gräf;20191;Gleisner;Gleisner GmbH & Co.KG;Pegnitzstr. 13;91207;Lauf an der Pegnitz;;;;
STK Service;50771;LS37000;ja;12.05.2023;Petra Gräf;23338;Le Gastro;Deutsche Post AG;Anrather Str. 640;47804;Krefeld;;;;
STK Service;50793;LS37001;ja;12.05.2023;Petra Gräf;23338;Le Gastro;Deutsche Post AG;Baumstraße 39-41;47198;Duisburg;;;;
Planegg;50798;LS37002;ja;14.04.2023;Christian Irrgang;24166;Dallmayr;Dallmayr Automaten-Service GmbH;Europa-Allee 35a;54343;Föhren;;;;
Planegg;50172;LS37003;ja;14.04.2023;Mihaela Abmayr;22728;Greatwall Motor;Greatwall Motor Deutschland GmbH;Max-Diamand-Str. 7;80937;München;;;;
STK Service;50800;LS37005;ja;14.04.2023;Mihaela Abmayr;23524;Kinderschutzbund;Kinderschutzbund/ Kinderschutz-Zentrum Köln;Bonner Straße 151;50968;Köln;;;;
Planegg;50899;LS37006;ja;14.04.2023;Christian Irrgang;22508;Automaten Service Streit;Streit Automaten & Service GmbH;Treuener Str. 15 a;8239;Falkenstein/Vogtl.;;;;
Planegg;50894;LS37007;ja;14.04.2023;Florian Gräf;21507;KMS Harmeling;Kaffeemaschinen & Service GmbH;Dorfstraße 4;31303;Burgdorf;;;;
Emons;50894;LS37008;ja;14.04.2023;Florian Gräf;21507;KMS Harmeling;Kaffeemaschinen & Service GmbH;Dorfstraße 4;31303;Burgdorf;;;;
Planegg;50977;LS37009;ja;14.04.2023;Florian Gräf;22023;Joh. Wilh. von Eicken;Joh. Wilh. von Eicken GmbH;Drechslerstr. 1-3;23556;Lübeck;;;;
Strecke;50999;LS37011;ja;14.04.2023;Florian Gräf;20381;The Water Purifier NV;The Water Purifier NV;Genebroekstraat 82;3581;Beverlo;;;;
Emons;50117;LS37012;ja;14.04.2023;Florian Gräf;21254;Aqua-Technik;Aqua-Technik Metz & Heilig OHG;Nußdorfer Str. 101;88662;Überlingen;;;;
Dolphin; Bonstetten;;LS37013;ja;14.04.2023;Florian Gräf;20847;Schöttle Getränke-Service;Schöttle Getränke-Service GbR;Nagolder Str. 16;72221;Haiterbach;;;
Planegg;51001;LS37014;ja;19.04.2023;Sönke Rocho;20182;ASAM praevent GmbH;ASAM praevent GmbH;Fürstenrieder Straße 263;81377;München;;;;
Planegg;;LS37015;ja;18.04.2023;Sönke Rocho;20128;Avendi GmbH;Avendi GmbH;Alpspitzstraße 4;82131;Stockdorf;;;;
Planegg;51003;LS37016;ja;17.04.2023;Christian Irrgang;20589;Pausenlos Catering;Dieter Pellkofer;Adlerweg 10;82140;Olching;;;;
Planegg;51005;LS37017;ja;17.04.2023;Josefine Mättig;10034;ewatec;ewatec e.K.;Am Angelehof 12;88316;Isny;;;;
Planegg;51006;LS37019;ja;17.04.2023;Mihaela Abmayr;24167;David Hobach;David Hobach;Wisthoffweg 38;45139;Essen;;;;
Planegg;51007;LS37020;ja;17.04.2023;Mihaela Abmayr;24168;Kai Büker;Kai Büker;An der Wihokirche 6c;49078;Osnabrück;;;;
POSPRINT;48888;LS37021;ja;20.06.2023;Josefine Mättig;24067;publica.SOLUTIONS KG;publica.SOLUTIONS KG;Stahlwerkstraße 38;57555;Mudersbach;;;;
Planegg;51008;LS37022;ja;17.04.2023;Mihaela Abmayr;21660;Moser;Torsten Moser;Kirchmatt 3;77960;Seelbach;;;;
Planegg;51009;LS37023;ja;17.04.2023;Mihaela Abmayr;24169;Yvonne Gabor;Yvonne Gabor;Maria- Göppert -Ring 8a;25524;Itzehoe;;;;
POSPRINT;51010;LS37024;ja;09.05.2023;Josefine Mättig;24170;GEIGER TEXTIL GmbH;GEIGER TEXTIL GmbH;Trottäcker 69;79713;Bad Säckingen;;;;
Planegg;49144;LS37025;ja;17.04.2023;Josefine Mättig;24102;Renzelmann + Frondt;Renzelmann + Frondt Partnerschaft mbB;Domshof 22;28195;Bremen;;;;
Planegg;51011;LS37026;ja;08.05.2023;Josefine Mättig;24171;GOSSLER; GOBERT & WOLTERS;GOSSLER; GOBERT & WOLTERS;Fischertwiete 1;20095;Hamburg;;
Berlin Wein König;51012;LS37027;ja;18.04.2023;Mihaela Abmayr;22436;emovis GmbH;emovis GmbH;Wilmersdorfer Str. 79  / 1.+2.OG;10629;Berlin;;;;
Planegg;51004;LS37028;ja;05.05.2023;Josefine Mättig;20191;Gleisner;Bayreuther Festspiele GmbH;Festspielhügel 1-2;95445;Bayreuth;;;;
VST Schörling;51013;LS37029;ja;05.05.2023;Mihaela Abmayr;22463;Agentur für Arbeit Garmisch;Agentur für Arbeit Weilheim;Charmonixstr. 3-9  / 2.OG; Raum 216;82467;Garmisch-Partenkirchen;;;
Emons;51014;LS37030;ja;17.04.2023;Mihaela Abmayr;21899;Amazon Deutschland N6 Trans.;Amazon Deutschland N6 Transport GmbH;Adolf-Oesterheld-Strasse 32;31515;Wunstorf;;;;
Planegg;51015;LS37031;ja;17.04.2023;Josefine Mättig;24003;Fernsteuergeräte Kurt Oelsch;Fernsteuergeräte Kurt Oelsch GmbH;Jahnstraße 68 + 70;12347;Berlin;;;;
Planegg;51016;LS37032;ja;17.04.2023;Florian Gräf;20191;Gleisner;Dr. Graner & Partner;Lochhausener Str. 205;81249;München;;;;
Planegg;51017;LS37033;ja;17.04.2023;Christian Irrgang;21777;Schankanlagen Mittermeier;Kühl-Schankanlagen G. Mittermeier;Schlott 9;94113;Tiefenbach;;;;
Emons;49074;LS37034;ja;17.04.2023;Florian Gräf;21583;Living Water GmbH;Living Water GmbH;Lakronstraße 45;40625;Düsseldorf;;;;
Planegg;51018;LS37035;ja;17.04.2023;Christian Irrgang;20191;Gleisner;Gleisner GmbH & Co.KG;Pegnitzstr. 13;91207;Lauf an der Pegnitz;;;;
Emons;51190;LS37036;ja;04.05.2023;Florian Gräf;20475;Aquagast Wasseraufbereitu;Aquagast Wasseraufbereitungs-;Hofsteigstraße 112;6858;Schwarzach;;;;
Emons;51019;LS37037;ja;17.04.2023;Florian Gräf;20475;Aquagast Wasseraufbereitu;Aquagast Wasseraufbereitungs-;Hofsteigstraße 112;6858;Schwarzach;;;;
Dolphin; Bonstetten;51021;LS37038;ja;17.04.2023;Florian Gräf;20191;Gleisner;Gleisner GmbH & Co.KG;Pegnitzstr. 13;91207;Lauf an der Pegnitz;;;
Planegg;51022;LS37039;ja;02.05.2023;Christian Irrgang;20191;Gleisner;Gleisner GmbH & Co.KG;Pegnitzstr. 13;91207;Lauf an der Pegnitz;;;;
Kapellanka Polen;37108;LS30005.;ja;31.03.2023;Petra Gräf;22688;dm Polen;dm-drogerie markt;ul. Poznanska 3;64-100;Leszno;;;;
Planegg;51023;LS37042;ja;18.04.2023;Florian Gräf;20234;Bühler-Catering;Bühler-Catering GmbH;Industriestr. 2 b;76275;Ettlingen;;;;
Planegg;51024;LS37043;ja;18.04.2023;Mihaela Abmayr;22658;Rad-Doktor GmbH;Rad-Doktor GmbH;Heinrich-Heine-Str. 18;99423;Weimar;;;;
Planegg;;LS37044;ja;18.04.2023;Josefine Mättig;23984;Stadtwerke Stuttgart GmbH;Stadtwerke Stuttgart GmbH;Friedrichstraße 45;70174;Stuttgart;;;;
Planegg;;LS37047;ja;18.04.2023;Josefine Mättig;20560;UP Werbemittel der andere;UP Werbemittel der anderen Art GmbH & Co. KG;Albrecht-Thaer-Str. 6a;48147;Münster;;;;
Planegg;51028;LS37048;ja;18.04.2023;Mihaela Abmayr;22065;Gymnasium Feldmoching;Gymnasium München Feldmoching;Georg-Zech-Allee 16;80995;Feldmoching;;;;
Avaless Hasbergen;51029;LS37049;ja;08.05.2023;Florian Gräf;21204;MB Well Service;MB Well Services GmbH;Beim Postweg 2;26446;Etzel/Friedeburg;;;;
Planegg;51031;LS37050;ja;18.04.2023;Mihaela Abmayr;22709;Zeit Sprachen vorm.Spotlight V;ZEIT SPRACHEN GmbH;Kistlerhofstraße 172;81379;München;;;;
Planegg;51030;LS37051;ja;18.04.2023;Florian Gräf;20191;Gleisner;Gleisner GmbH & Co.KG;Pegnitzstr. 13;91207;Lauf an der Pegnitz;;;;
VST Schörling;;LS37052;ja;20.04.2023;Petra Gräf;22728;Greatwall Motor;Greatwall Motor Deutschland GmbH;Max-Diamand-Str. 7;80937;München;;;;
Planegg;51034;LS37054;ja;18.04.2023;Josefine Mättig;24172;restaurant aifach arosa;Restaurant aifach arosa;Postfach 28;7050;Arosa;;;;
Planegg;51035;LS37055;ja;18.04.2023;Mihaela Abmayr;21493;Autodesk;Autodesk GmbH;Balanstr. 71 a;81541;München;;;;
Kyffhäuser;51042;LS37056;ja;20.04.2023;Petra Gräf;23344;Falck Notfallrettung und Krank;Falck Notfallrettung u.Krankentransp.GmbH;Unterer Flöhaweg 8a;9526;Olbernhau;;;;
Planegg;51036;LS37057;ja;22.05.2023;Josefine Mättig;23508;Männerturnverein Dänischenhage;Ulrike Voigt;Wendestein 5;24229;Dänischenhagen;;;;
Kyffhäuser;51043;LS37058;ja;20.04.2023;Petra Gräf;23344;Falck Notfallrettung und Krank;Falck Notfallrettung u.Krankentransp.GmbH;Buchener Straße 2;9509;Pockau-Lengenfeld;;;;
Planegg;51044;LS37059;ja;05.05.2023;Josefine Mättig;24173;Öhlins;Öhlins DTC;Gottlieb-Daimler-Straße 25;53520;Meuspath;;;;
Strecke;51044;LS37060;ja;05.05.2023;Josefine Mättig;24173;Öhlins;Öhlins DTC;Gottlieb-Daimler-Straße 25;53520;Meuspath;;;;
Berlin Wein König;47479;LS37061;ja;18.04.2023;Petra Gräf;23216;GetMomo;GetMomo Financial GmbH;Oranienstraße 6 / Hinterhaus; 1 . OG;10997;Berlin;;;
Avaless Berlin;51033;LS37062;ja;01.05.2023;Mihaela Abmayr;21940;Dt.Gesellsch.f.Auswärtige Poli;Deutsche Gesellschaft für Auswärtige Politik;Rauchstraße 17-18;10787;Berlin;;;;
Kyffhäuser;51046;LS37064;ja;08.05.2023;Petra Gräf;23338;Le Gastro;Deutsche Post AG;Bei den Froschäckern 4;99098;Erfurt;;;;
VST Plep;51047;LS37065;ja;18.04.2023;Mihaela Abmayr;24053;Ariane Group / Apleona Südwest;Apleona Südwest GmbH;Im Langen Grund 1;74239;Hadthausen/Lampoldshausen;;;;
Kyffhäuser;51048;LS37066;ja;08.05.2023;Petra Gräf;23338;Le Gastro;Deutsche Post AG;Sommerbergstr. 16;98527;Suhl;;;;
Planegg;51049;LS37067;ja;21.04.2023;Sönke Rocho;20359;TSCNET Services GmbH;TSCNET Services GmbH;Weihenstephaner Str. 9;81673;München;;;;
Vogel;51050;LS37069;ja;01.06.2023;Petra Gräf;24173;Öhlins;Öhlins DTC;Gottlieb-Daimler-Straße 25;53520;Meuspath;;;;
Avaless Berlin;51052;LS37070;ja;01.05.2023;Mihaela Abmayr;23969;Topos;TOPOS Versicherungskontor GmbH;Scharnweberstr. 130/131;13405;Berlin;;;;
VST Plep;51053;LS37071;ja;15.05.2023;Petra Gräf;24173;Öhlins;Öhlins DTC;Casteller-Straße 104;  Geb. 1a/1b;65719;Hofheim am Taunus;;;
VST Schörling;;LS 591710;ja;03.05.2023;Petra Gräf;20234;Bühler-Catering;andrena objects ag;Ganghoferstraße 70;80339;München;;;;
Kyffhäuser;51055;LS37073;ja;11.05.2023;Petra Gräf;24174;Physiotherapie Aktivomed;Physiotherapie Aktivomed;August-Bebel-Str. 77;4275;Leipzig;;;;
Kyffhäuser;51056;LS37074;ja;20.06.2023;Petra Gräf;24175;VERBIO;VERBIO Vereinigte BioEnergie AG;Ritterstraße 23 (Oelßner’s Hof);4109;Leipzig;;;;
Emons;50690;LS37075;ja;19.04.2023;Florian Gräf;10160;AVALESS;AVALESS GmbH;Hansastr. 24;49205;Hasbergen;;;;
Emons;51057;LS37077;ja;19.04.2023;Christian Irrgang;21477;Trinkwassertechnik Brengartner;Trinkwassertechnik Süd;Weißerlenstraße 1B;79108;Freiburg;;;;
Planegg;51058;LS37078;ja;18.04.2023;Christian Irrgang;21477;Trinkwassertechnik Brengartner;Trinkwassertechnik Süd;Weißerlenstraße 1B;79108;Freiburg;;;;
VST Schörling;51059;LS37079;ja;20.04.2023;Petra Gräf;23896;Dr. Mach GmbH & Co.KG;Dr. Mach GmbH & Co.KG;Am Brucker Feld 4;85567;Grafing;;;;
VST Plep;51060;LS37080;ja;02.05.2023;Mihaela Abmayr;23636;Praxis Rheumatologie Dr.Müller;Praxis für Rheumatologie;Renzstraße 7;68161;Mannheim;;;;
Planegg;51061;LS37081;ja;19.04.2023;Mihaela Abmayr;20161;edr software GmbH;edr software GmbH;Zweibrückenstraße 5-7;80331;München;;;;
Magnum Kuhnhenne;51062;LS37082;ja;24.05.2023;Petra Gräf;24176;Innosafe;Innomotive Safety Systems GmbH & Co KG;Rudolf-Diesel-Straße 9;51674;Wiehl;;;;
VST Schörling;51063;LS37083;ja;17.05.2023;Petra Gräf;23936;UBS Europe SE;UBS Europe SE;Europaplatz 1;81675;München;;;;
Planegg;51065;LS37085;ja;19.04.2023;Mihaela Abmayr;24177;Nic Clive;Nic Clive;Avenida Sarria 142; 7o 1a;8017;Barcelona;;;
Planegg;51066;LS37086;ja;19.04.2023;Josefine Mättig;22109;TGW Systems;TGW Logistics Group GmbH;Ludwig Szinicz Straße 3;4614;Marchtrenk;;;;
STK Service;51067;LS37087;ja;03.05.2023;Petra Gräf;23338;Le Gastro;Deutsche Post AG;Emscherbruchallee 12;45356;Essen;;;;
Strecke;51068;LS37088;ja;19.04.2023;Petra Gräf;22200;Lewring Hair Salon;Lewring Hair Salon;Eichhornstr. 5;97070;Würzburg;;;;
Planegg;51071;LS37089;ja;19.04.2023;Mihaela Abmayr;20616;wasser Pointner;wasser Pointner;Dorfstr. 62c;5661;Rauris;;;;
VST Schörling;51069;LS37091;ja;05.06.2023;Petra Gräf;24178;Classic K Catering GmbH;Classic K Catering GmbH;Alkorstraße 14;83512;Wasserburg am Inn;;;;
Planegg;51069;LS37092;ja;20.04.2023;Petra Gräf;24178;Classic K Catering GmbH;Classic K Catering GmbH;Alkorstraße 14;83512;Wasserburg am Inn;;;;
VST Schörling;51070;LS37093;ja;11.05.2023;Petra Gräf;24179;Cafe K;Cafe K;Bahnhofstraße 9;85617;Assling;;;;
Planegg;;LS37094;ja;28.04.2023;Petra Gräf;24180;Parkadler  Selimi;Parkadler;Eichenstraße 10 c;85445;Schwaig/Oberding;;;;
VST Schörling;51074;LS37095;ja;23.05.2023;Petra Gräf;21964;Bayerische Landesbrandversiche;Bayerische Landesbrandversicherung AG;Untersbergstr. 14;81539;München;;;;
Planegg;51073;LS37096;ja;20.04.2023;Sönke Rocho;20183;Patentpool Innovationsman;Patentpool Innovationsmanagement GmbH;Im Tal 34   2. Stock;80331;München;;;;
Planegg;51076;LS37097;ja;19.04.2023;Josefine Mättig;22027;Ho-tec;HO-TEC GmbH & Co. KG;Im Holderwäldele 8;76571;Gaggenau;;;;
VST Schörling;51013;LS37099;ja;19.04.2023;Petra Gräf;22463;Agentur für Arbeit Garmisch;Agentur für Arbeit Weilheim;Charmonixstr. 3-9  / 2.OG; Raum 216;82467;Garmisch-Partenkirchen;;;
Planegg;51078;LS37098;ja;19.04.2023;Florian Gräf;20191;Gleisner;Gleisner GmbH & Co.KG;Pegnitzstr. 13;91207;Lauf an der Pegnitz;;;;
Planegg;;LS0120;ja;17.04.2023;Petra Gräf;20772;Crystal Water;Crystal Water;Rosenheimer Str. 34;85635;Höhenkirchen;;;;
VST Plep;51080;LS37101;ja;24.04.2023;Florian Gräf;22842;K&L Gates Frankfurt;K & L Gates LLP;Bockenheimer Landstraße 2-4;60306;Frankfurt;;;;
VST Plep;;LS37102;ja;02.05.2023;Petra Gräf;23938;timeframe AG;timeframe AG;Pirmasenser Straße 65;67655;Kaiserslautern;;;;
Planegg;51077;LS37104;ja;19.04.2023;Mihaela Abmayr;24182;Martin Kistner;Martin Kistner;Egelgraben 23/1;74676;Niedernhall;;;;
Planegg;51084;LS37106;ja;19.04.2023;Mihaela Abmayr;20105;Ernst Echter; Weilheim;Ernst Echter GmbH & Co.KG;Rathausplatz 9-11;82362;Weilheim;;;
Planegg;51085;LS37107;ja;19.04.2023;Mihaela Abmayr;20104;Anton Echter; Murnau;Anton Echter GmbH & Co.KG;Obermarkt 2-4;82418;Murnau;;;
STK Service;51086;LS37108;ja;19.04.2023;Florian Gräf;23126;Falck Dortmund;Falck Notfallrettung und Krankentransport;Lindenhorster Straße 165;44339;Dortmund;;;;
VST Schörling;51087;LS37109;ja;27.04.2023;Florian Gräf;22190;Apleona Südost Lufthansa;Apleona Südost GmbH;Terminalstraße Mitte Nr. 28 / Anlieferhof;85356;München - Flughafen;;;;
Planegg;51088;LS37110;ja;25.04.2023;Petra Gräf;22636;Alexander Barisic;Alexander Barisic;Truderinger Str. 199;81673;München;;;;
Aquatec - Krüger;51089;LS37111;ja;01.06.2023;Petra Gräf;24183;Pflegeteam Hamel;Pflegeteam Hamel - Harburg;Petersweg 1;21075;Hamburg;;;;
Berlin Wein König;51090;LS37113;ja;02.06.2023;Petra Gräf;24184;CONVIS;CONVIS Baumanagement & Projektsteuerung GmbH;Auerbachstraße 10  /  1.OG;14193;Berlin;;;;
VST Schörling;51075;LS37114;ja;02.05.2023;Petra Gräf;24181;Mittelschule Unterschleißheim;Mittelschule Unterschleißheim;Johann-Schmid-Straße 11 a;85716;Unterschleißheim;;;;
Planegg;50196;LS37115;ja;20.04.2023;Josefine Mättig;10049;Dolphin Central Europe s.;Dolphin Central Europe s.r.o.;Nádrazná 1958;90028;Ivanka pri Dunaji;;;;
VST Schörling;51075;LS37116;ja;29.06.2023;Petra Gräf;24181;Mittelschule Unterschleißheim;Mittelschule Unterschleißheim;Johann-Schmid-Straße 11 a;85716;Unterschleißheim;;;;
STK Service;51091;LS37117;ja;24.04.2023;Christian Irrgang;23395;Drettmann Yachts GmbH;Drettmann Yachts GmbH;Arberger Hafendamm 22;28309;Bremen;;;;
VST Schörling;51093;LS37118;ja;04.05.2023;Petra Gräf;20826;Asam Betriebs -2;Asam Betriebs GmbH;Altenzeller Weg 23;92339;Beilngries;;;;
Emons;51092;LS37119;ja;20.04.2023;Christian Irrgang;24138;TRUE Coffee di Fina;TRUE GmbH;Weyerhofstraße 68;47803;Krefeld;;;;
Emons;51081;LS37120;ja;20.04.2023;Josefine Mättig;10009;Propie-Aqua vorm.Support Wolf;Propie-Aqua GmbH;Kugelbreite 22;33154;Salzkotten;;;;
Planegg;51094;LS37121;ja;20.04.2023;Josefine Mättig;24185;Knut Schmädt;Knut Schmädt;Am Dreieck 10;6886;Lutherstadt Wittenberg;;;;
Planegg;48959;LS37122;ja;20.04.2023;Christian Irrgang;20500;Automaten Reinhardt -Kesselsdo;Automaten Reinhardt KG;Zum Tälchen 5;1723;Kesselsdorf;;;;
Emons;48959;LS37123;ja;21.04.2023;Christian Irrgang;20500;Automaten Reinhardt -Kesselsdo;Automaten Reinhardt KG;Zum Tälchen 5;1723;Kesselsdorf;;;;
Planegg;51095;LS37124;ja;20.04.2023;Mihaela Abmayr;23803;KTU Kunststofftechnik Gmb;KTU Kunststofftechnik GmbH;Als Saale 6; DE313168624;7407;Uhlstädt-Kirchhasel;;;
VST Plep;51096;LS37125;ja;24.04.2023;Mihaela Abmayr;24124;HVSV Hessisch.Verwaltungsschul;Hessischer Verwaltungsschulverband HVSV;Kirschbaumweg 12;60489;Frankfurt am Main;;;;
Dolphin; Bonstetten;;LS37126;ja;20.04.2023;Florian Gräf;22999;Hormuth GmbH;Hormuth GmbH;Im Bieth 26;69124;Heidelberg;;;
Planegg;51099;LS37127;ja;20.04.2023;Mihaela Abmayr;22935;Max Cochius GmbH;Max Cochius GmbH;Hohenlindener Str. 6;81677;München;;;;
Berlin Wein König;;LS37128;ja;01.11.2023;Christian Irrgang;21470;Pentair;Bolia.com;Fasanenstrasse 31a;10719;Berlin;;;;
Emons;48959;LS37129;ja;02.05.2023;Christian Irrgang;20500;Automaten Reinhardt -Kesselsdo;Automaten Reinhardt KG;Zum Tälchen 5;1723;Kesselsdorf;;;;
Planegg;51101;LS37130;ja;20.04.2023;Mihaela Abmayr;23273;Gynäkologie am Goetheplatz;Gynäkologie am Goetheplatz;Ringseisstraße 9/Keller;80337;München;;;;
Planegg;51105;LS37131;ja;20.04.2023;Petra Gräf;24186;Turnverein Planegg-Krailling;Turnverein Planegg-Krailling von 1907 e.V.;Sportplatz 1;82152;Krailling;;;;
Emons;51104;LS37132;ja;02.05.2023;Florian Gräf;21737;Heuser;Heuser GmbH;Waldstr. 23 / B10;63128;Dietzenbach;;;;
Planegg;;LS37134;ja;20.04.2023;Mihaela Abmayr;10122;Stadt Nordhorn;Stadt Nordhorn;Enschedestraße 1;48522;Nordhorn;;;;
Planegg;51108;LS37135;ja;20.04.2023;Rene Kühn;21818;Stips;Michael Stips;Falkenstr. 28;82166;Gräfelfing;;;;
Planegg;51106;LS37136;ja;20.04.2023;Florian Gräf;23327;Klinik Windach;Klinik Windach;Schützenstr.100;86949;Windach;;;;
Planegg;51109;LS37137;ja;20.04.2023;Christian Irrgang;20191;Gleisner;Gleisner GmbH & Co.KG;Pegnitzstr. 13;91207;Lauf an der Pegnitz;;;;
Planegg;51110;LS37138;ja;24.04.2023;Sönke Rocho;23052;Steinhagen;Steinhagen Offices GmbH;Carl-Zeiss-Ring 15a;85737;Ismaning;;;;
VST Schörling;;LS37139;ja;26.04.2023;Florian Gräf;23360;Studienseminar Albertinum;Studienseminar Albertinum;Westendstraße 300 / UG;81377;München;;;;
Planegg;;LS37140;ja;01.06.2023;Florian Gräf;20577;Schankanlagenfachbetrieb Karow;Schankanlagenfachbetrieb;Dr.-Heinrich-Jasper-Str. 31;38667;Bad Harzburg;;;;
VST Schörling;;LS37142;ja;27.04.2023;Petra Gräf;24187;BSM Eventgroup;BSM Eventgroup;Putzbrunner Straße 71-73;81739;München;;;;
VST Plep;51115;LS37143;ja;12.06.2023;Petra Gräf;22352;CISPA - Helmholtz-Zentrum;CISPA - Helmholtz-Zentrum;Kaiserstr. 21;66386;St.Ingbert;;;;
VST Plep;51116;LS37144;ja;12.06.2023;Petra Gräf;22352;CISPA - Helmholtz-Zentrum;Innovationspark am Beckerturm GmbH & Co.KG;Kaiserstr. 170-174;66386;St.Ingbert;;;;
STK Service;51117;LS37145;ja;28.04.2023;Petra Gräf;22222;Amentum Dülmen Tower Barracks;Amentum Services; Inc.;Tower Barracks / Tuzostr. 1;48249;Dülmen;;;
STK Service;51118;LS37146;ja;28.04.2023;Petra Gräf;23940;Bochmann Krankenpflegedienst;Krankenpflegedienst Bochmann GmbH;Friedrich-Ebert-Straße 19-23;46535;Dinslaken;;;;
Planegg;51119;LS37148;ja;26.04.2023;Petra Gräf;24188;Byuti Mega Salon;Byuti Mega Salon;Rosenheimer Str. 113;81667;München;;;;
Planegg;51120;LS37149;ja;21.04.2023;Mihaela Abmayr;22522;Arcus Elektrotechnik;Arcus Elektrotechnik Alois Schiffmann GmbH;Truderinger Str. 199;81673;München;;;;
Planegg;51121;LS37150;ja;21.04.2023;Mihaela Abmayr;24189;Stefan Arlt;Stefan Arlt;Großenau 21;95239;Zell im Fichtelgebirge;;;;
Planegg;51122;LS37151;ja;21.04.2023;Mihaela Abmayr;24190;Candy Gunsch;Candy Gunsch;Kastanienallee 8;14471;Potsdam;;;;
Planegg;51123;LS37152;ja;21.04.2023;Mihaela Abmayr;24191;Kita Johannes Diakonie Fr;Kita Johannes Diakonie Frankfurt un;Montgolfier Allee 22;60486;Frankfurt;;;;
Planegg;51124;LS37153;ja;21.04.2023;Mihaela Abmayr;24192;Kovacs Lajos E.V.;Kovacs Lajos E.V.;Madi utca 110; 58152663-1-42;1104;Budapest;;;
Planegg;51125;LS37155;ja;26.04.2023;Petra Gräf;22689;Plep;VST - Plep;Otto-Hahn-Str. 7;55435;Gau Algesheim;;;;
Avaless Hasbergen;51126;LS37156;ja;24.04.2023;Mihaela Abmayr;22095;Gürkan;Gürkan Schinkenproduktion GmbH;Industriestraße 28;33161;Hövelhof;;;;
Planegg;51128;LS37157;ja;21.04.2023;Mihaela Abmayr;21910;Angelini Beauty GmbH;Angelini Beauty GmbH;Konrad-Zuse-Platz 4 / Haus C;81829;München;;;;
Planegg;51139;LS37158;ja;21.04.2023;Josefine Mättig;22027;Ho-tec;HO-TEC GmbH & Co. KG;Im Holderwäldele 8;76571;Gaggenau;;;;
Planegg;51140;LS37160;ja;24.04.2023;Christian Irrgang;20826;Asam Betriebs -2;Asam Betriebs GmbH;Altenzeller Weg 23;92339;Beilngries;;;;
Planegg;51141;LS37161;ja;24.04.2023;Mihaela Abmayr;23012;Iyuno;Iyuno Germany GmbH;Lindwurmstraße 88  / 2.+3. OG;80337;München;;;;
Planegg;50262;LS37162;ja;24.04.2023;Josefine Mättig;23832;Schmachtl GmbH;Schmachtl GmbH;Pummererstraße 36;4020;Linz;;;;
VST Schörling;51143;LS37164;ja;26.04.2023;Mihaela Abmayr;21745;BBC Treuhand;BBC Treuhand- und;Rosental 4;80331;München;;;;
Planegg;51144;LS37165;ja;24.04.2023;Mihaela Abmayr;20489;AXA Generalvertretung Ral;AXA Generalvertretung Ralf Kronast e. K.;Lochhamer Str. 2 A;82152;Planegg;;;;
Emons;;LS37167;ja;24.04.2023;Christian Irrgang;20191;Gleisner;Gleisner GmbH & Co.KG;Pegnitzstr. 13;91207;Lauf an der Pegnitz;;;;
Planegg;51145;LS37168;ja;24.04.2023;Mihaela Abmayr;24195;Johanna Böhm;Johanna Böhm;Hollergrippe 8;94032;Passau;;;;
Planegg;51146;LS37169;ja;24.04.2023;Mihaela Abmayr;24196;L12 Kiosk Cafe Bar;L12 Kiosk Cafe Bar;Landungsplatz 12;88662;Überlingen;;;;
Planegg;51148;LS37170;ja;24.04.2023;Mihaela Abmayr;22488;Matthias Hölzle;Matthias Hölzle;Kirchgasse 6;79423;Heitersheim;;;;
Planegg;51149;LS37171;ja;24.04.2023;Florian Gräf;20234;Bühler-Catering;Bühler-Catering GmbH;Industriestr. 2 b;76275;Ettlingen;;;;
